CompoundID,CompoundName,GeneSymbolOfTargets,TargetOrMechanism,Synonyms,SampleIDs,ChEMBLID,SMILES,InChIKey,DoseUnit,PubChemCID
DPC-006447,THIETHYLPERAZINE,DRD1;DRD2;DRD4,DOPAMINE RECEPTOR ANTAGONIST,,BRD:BRD-K69600043-328-05-5,,,,uM,
DPC-006448,THIOCOLCHICOSIDE,GABRA1;GABRB2;GABRG2;GLRA1;GLRB,GABA RECEPTOR ANTAGONIST,,BRD:BRD-K26619122-001-02-1,,,,uM,
DPC-006449,THIOCTIC-ACID,ACHE;LIAS;LIPT1;PTGS2;SLC5A6,REDUCING AGENT,,BRD:BRD-A16347691-001-13-1,,,,uM,
DPC-006450,THIODIGLYCOL,,,,BRD:BRD-K54521836-001-02-1,,,,uM,
DPC-006451,THIOGUANINE,IMPDH1;IMPDH2,PURINE ANTAGONIST,,BRD:BRD-K49350383-001-13-7;BRD:BRD-K49350383-001-14-5,,,,uM,
DPC-006452,THIOMERSAL,OXCT1,OTHER ANTIBIOTIC,,BRD:BRD-K61443650-236-13-1,,,,uM,
DPC-006453,THIOPERAMIDE,HRH3;HRH4,HISTAMINE RECEPTOR ANTAGONIST,,BRD:BRD-K63874012-001-02-9,,,,uM,
DPC-006454,THIOPHANATE,,,,BRD:BRD-K90168339-001-08-6,,,,uM,
DPC-006455,THIOPROPERAZINE,ADRA1A;ADRA1B;DRD1;DRD2;HTR1A;HTR2A,DOPAMINE RECEPTOR ANTAGONIST,,BRD:BRD-K08619574-334-05-4,,,,uM,
DPC-006456,THIORIDAZINE,ADRA1A;ADRA1B;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HTR1A;HTR2A;HTR2C;HTR6;HTR7;KCNH2,DOPAMINE RECEPTOR ANTAGONIST,,BRD:BRD-A84481105-003-31-3,,,,uM,
DPC-006457,THIOSTREPTON,FOXM1,"FOXM1 INHIBITOR, PROTEIN SYNTHESIS INHIBITOR",,BRD:BRD-K58049875-001-04-7,,,,uM,
DPC-006458,THIOTEPA,CYP2B6;CYP3A4,CYTOCHROME P450 INHIBITOR,,BRD:BRD-K09631521-001-12-3,,,,uM,
DPC-006459,THIOTHIXENE,DRD1;DRD2;HRH1;HTR2A,DOPAMINE RECEPTOR ANTAGONIST,,BRD:BRD-K97309399-001-09-4,,,,uM,
DPC-006460,THIRAM,JAK2,,,BRD:BRD-K29254801-001-14-7,,,,uM,
DPC-006461,THK5351,,PET RADIOTRACER,,BRD:BRD-K00003401-001-01-9,,,,uM,
DPC-006462,THONZONIUM,,ATPASE INHIBITOR,,BRD:BRD-K13387373-004-14-5,,,,uM,
DPC-006463,THONZYLAMINE,,ANTIHISTAMINE,,BRD:BRD-K88405679-003-03-1,,,,uM,
DPC-006464,THREO-2-METHYLISOCITRATE-(DL),,ISOCITRATE LYASE SUBSTRATE,,BRD:BRD-M01344114-348-01-0,,,,uM,
DPC-006465,THYMALFASIN,,IMMUNE RESPONSE MODULATOR,,BRD:BRD-K00004602-001-01-9,,,,uM,
DPC-006466,THYMOPENTIN,,IMMUNE RESPONSE STIMULATOR,,BRD:BRD-K43977121-001-06-9,,,,uM,
DPC-006467,THZ-2-102-1,,,,GDSC1:346,,,,uM,
DPC-006468,THZ-2-49,,,,GDSC1:344,,,,uM,
DPC-006469,THZ1,CDK7,covalent inhibitor of CDK7,,BRD:BRD-K66401437-001-03-3,CHEMBL14253,CN(C)CC=CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)C4=CNC5=CC=CC=C54)Cl,OBJNFLYHUXWUPF-IZZDOVSWSA-N,uM,73602827
DPC-006470,THZ1-R,CDK7,CDK INHIBITOR,,BRD:BRD-K02135007-001-01-8,,,,uM,
DPC-006471,THZ2,CDK7,CDK INHIBITOR,,BRD:BRD-K95902121-001-01-0,,,,uM,
DPC-006472,THZ531,CDK12;CDK13,covalent inhibitor of CDK12 and CDK13,,BRD:BRD-K00104123-001-01-9,CHEMBL14253,CN(C)CC=CC(=O)NC1=CC=C(C=C1)C(=O)N2CCCC(C2)NC3=NC=C(C(=N3)C4=CNC5=CC=CC=C54)Cl,RUBYHLPRZRMTJO-MOVYNIQHSA-N,uM,118025540
DPC-006473,TIABENDAZOLE,,ANGIOGENESIS INHIBITOR,,BRD:BRD-K77695569-001-30-0,,,,uM,
DPC-006474,TIAGABINE,SLC6A1,GABA UPTAKE INHIBITOR,,BRD:BRD-K60160658-003-11-2,,,,uM,
DPC-006475,TIANEPTINE,OPRD1;OPRK1;OPRM1,SELECTIVE SEROTONIN REUPTAKE ENHANCER (SSRE),,BRD:BRD-A53077924-001-01-2,,,,uM,
DPC-006476,TIAPRIDE,DRD2;DRD3,DOPAMINE RECEPTOR ANTAGONIST,,BRD:BRD-K57432881-003-21-8,,,,uM,
DPC-006477,TIAPROFENIC-ACID,PTGS1;PTGS2,CYCLOOXYGENASE INHIBITOR,,BRD:BRD-A72988804-001-11-1,,,,uM,
DPC-006478,TIARAMIDE,,ANTI-INFLAMMATORY AGENT,,BRD:BRD-K27293958-001-01-5,,,,uM,
DPC-006479,TIBOLONE,ESR1,"ANDROGEN RECEPTOR AGONIST, ESTROGEN RECEPTOR AGONIST, PROGESTERONE RECEPTOR AGONIST",,BRD:BRD-A82522119-001-01-7,,,,uM,
DPC-006480,TIC10,AKT1;MAPK1,"AKT INHIBITOR, TRAIL MODULATOR",,BRD:BRD-K19939891-001-05-4,,,,uM,
DPC-006481,TICAGRELOR,P2RY12,PURINERGIC RECEPTOR ANTAGONIST,,BRD:BRD-K44974079-001-01-3,,,,uM,
DPC-006482,TICLOPIDINE,P2RY12,PURINERGIC RECEPTOR ANTAGONIST,,BRD:BRD-K00603606-003-24-0,,,,uM,
DPC-006483,TIDEGLUSIB,GSK3B,GLYCOGEN SYNTHASE KINASE INHIBITOR,,BRD:BRD-K81330143-001-04-8,,,,uM,
DPC-006484,TIE2-KINASE-INHIBITOR,KDR;MAPK14,TIE TYROSINE KINASE INHIBITOR,,BRD:BRD-A92800748-001-05-5,,,,uM,
DPC-006485,TIENILIC-ACID,CYP2C9;SLC12A1,"CYTOCHROME P450 INHIBITOR, SODIUM/POTASSIUM/CHLORIDE TRANSPORTER INHIBITOR",,BRD:BRD-K34098590-001-02-1,,,,uM,
DPC-006486,TIFENAZOXIDE,ABCC8;KCNJ11,ATP-SENSITIVE POTASSIUM CHANNEL AGONIST,,BRD:BRD-K20568871-001-01-1,,,,uM,
DPC-006487,TIGECYCLINE,,BACTERIAL 30S RIBOSOMAL SUBUNIT INHIBITOR,,BRD:BRD-K00003349-001-01-9;CTRP:659993,,,,uM,
DPC-006488,TILDIPIROSIN,,,,BRD:BRD-K00073880-001-02-9,,,,uM,
DPC-006489,TILETAMINE,,GLUTAMATE RECEPTOR ANTAGONIST,,BRD:BRD-A30582499-003-05-1,,,,uM,
DPC-006490,TILMICOSIN,,BACTERIAL 50S RIBOSOMAL SUBUNIT INHIBITOR,,BRD:BRD-K26634012-001-04-9,,,,uM,
DPC-006491,TILORONE,,INTERFERON INDUCER,,BRD:BRD-K34568562-001-04-3,,,,uM,
DPC-006492,TILUDRONATE,ATP6V1A;MMP2;PTPN1,"BONE RESORPTION INHIBITOR, OSTEOCLAST INHIBITOR",,BRD:BRD-K10845183-304-01-6,,,,uM,
DPC-006493,TIMOFIBRATE,LPL,"CHOLESTEROL INHIBITOR, LIPASE CLEARING FACTOR INHIBITOR",,BRD:BRD-A64406146-001-01-2,,,,uM,
DPC-006494,TIMOLOL,ADRB1;ADRB2,ADRENERGIC RECEPTOR ANTAGONIST,,BRD:BRD-K30421593-050-04-9,,,,uM,
DPC-006495,TIMONACIC,ANXA5,ANTIOXIDANT,,BRD:BRD-A38592941-001-02-7,,,,uM,
DPC-006496,TINAZOLINE,,ADRENERGIC RECEPTOR AGONIST,,BRD:BRD-K00004663-001-01-9,,,,uM,
DPC-006497,TINIDAZOLE,,ANTIPROTOZOAL AGENT,,BRD:BRD-K89125793-001-26-0,,,,uM,
DPC-006498,TINORIDINE,,ANTI-INFLAMMATORY AGENT,,BRD:BRD-K84313779-003-03-9,,,,uM,
DPC-006499,TIOCONAZOLE,CYP51A1,STEROL DEMETHYLASE INHIBITOR,,BRD:BRD-A33084557-001-06-6,,,,uM,
DPC-006500,TIOGUANINE,,PURINE ANTAGONIST,,BRD:BRD-K75649340-001-13-1,,,,uM,
DPC-006501,TIOPRONIN,,"CHELATING AGENT, REDUCING AGENT",,BRD:BRD-A85295731-001-06-4,,,,uM,
DPC-006502,TIOTIDINE,HRH2,HISTAMINE RECEPTOR ANTAGONIST,,BRD:BRD-K15071410-001-01-1,,,,uM,
DPC-006503,TIOTROPIUM,CHRM1;CHRM2;CHRM3,ACETYLCHOLINE RECEPTOR ANTAGONIST,,BRD:BRD-K62782754-337-02-5,,,,uM,
DPC-006504,TIOXOLONE,CA2,CARBONIC ANHYDRASE INHIBITOR,,BRD:BRD-K41876534-001-13-7,,,,uM,
DPC-006505,TIPELUKAST,,LEUKOTRIENE RECEPTOR ANTAGONIST,,BRD:BRD-K00004627-001-01-9,,,,uM,
DPC-006506,TIPEPIDINE (HYDROCHLORIDE),,,,BRD:BRD-K00075727-003-02-9,,,,uM,
DPC-006507,TIPIFARNIB,FNTA;FNTB,inhibitor of FNTA and FNTB,R115777;ZARNESTRA,BRD:BRD-K62965247-001-04-9;GDSC1:204,CHEMBL14253,CN1C=NC=C1C(C2=CC=C(C=C2)Cl)(C3=CC4=C(C=C3)N(C(=O)C=C4C5=CC(=CC=C5)Cl)C)N,PLHJCIYEEKOWNM-HHHXNRCGSA-N,uM,159324
DPC-006508,TIPIFARNIB-P1,,,,CTRP:417417,,,,uM,
DPC-006509,TIPIFARNIB-P2,,,,CTRP:417416,,,,uM,
DPC-006510,TIPIRACIL,TYMP,THYMIDINE PHOSPHORYLASE INHIBITOR,,BRD:BRD-K11973162-003-01-8,,,,uM,
DPC-006511,TIPLAXTININ,SERPINE1,PLASMINOGEN ACTIVATOR INHIBITOR,,BRD:BRD-K30882994-001-01-6,,,,uM,
DPC-006512,TIPRANAVIR,,HIV PROTEASE INHIBITOR,,BRD:BRD-A10039652-001-01-2,,,,uM,
DPC-006513,TIPRENOLOL,ADRB1;ADRB2;ADRB3,ADRENERGIC RECEPTOR ANTAGONIST,,BRD:BRD-A73566563-001-01-6,,,,uM,
DPC-006514,TIQUIZIUM,,ACETYLCHOLINE RECEPTOR ANTAGONIST,,BRD:BRD-K77552740-004-01-0,,,,uM,
DPC-006515,TIRACIZINE,SCN5A,SODIUM CHANNEL BLOCKER,,BRD:BRD-K75250001-001-01-3,,,,uM,
DPC-006516,TIRAPAZAMINE,,DNA INHIBITOR,,BRD:BRD-K92968657-001-01-6,,,,uM,
DPC-006517,TIRASEMTIV,,TROPONIN ACTIVATOR,,BRD:BRD-K51087630-001-01-6,,,,uM,
DPC-006518,TIRATRICOL,THRA;THRB,THYROID HORMONE STIMULANT,,BRD:BRD-K61236135-001-08-2,,,,uM,
DPC-006519,TIROFIBAN,ITGA2B;ITGB3,"PLATELET AGGREGATION INHIBITOR, STRUCTURAL GLYCOPROTEIN ANTAGONIST",,BRD:BRD-K37872686-003-01-9,,,,uM,
DPC-006520,TITANOCENE-DICHLORIDE,,APOPTOSIS STIMULANT,,BRD:BRD-K60284353-001-01-3,,,,uM,
DPC-006521,TIVANTINIB,MET,TYROSINE KINASE INHIBITOR,,BRD:BRD-K33379087-001-07-5;CTRP:687406,,,,uM,
DPC-006522,TIZANIDINE,ADRA2A;ADRA2B;ADRA2C;NISCH,ADRENERGIC RECEPTOR AGONIST,,BRD:BRD-K06335600-003-20-7,,,,uM,
DPC-006523,TK216,,,,BRD:BRD-K00090646-001-01-9,,,,uM,
DPC-006524,TL-1-85,,,,GDSC1:261,,,,uM,
DPC-006525,TL-2-105,,,,GDSC1:211,,,,uM,
DPC-006526,TMC-353121,,RSV FUSION INHIBITOR,,BRD:BRD-K66097663-001-01-8,,,,uM,
DPC-006527,TMC647055,,RNA POLYMERASE INHIBITOR,,BRD:BRD-K49659468-436-01-2,,,,uM,
DPC-006528,TMN-355,PPIA,CYCLOPHILIN INHIBITOR,,BRD:BRD-K24527118-001-02-9,,,,uM,
DPC-006529,TMPH,,,,BRD:BRD-K49119234-003-02-6,,,,uM,
DPC-006530,TMS,,,,BRD:BRD-K96233303-001-01-9,,,,uM,
DPC-006532,TNP-470,METAP2,METHIONINE AMINOPEPTIDASE INHIBITOR,,BRD:BRD-K53597484-001-02-7,,,,uM,
DPC-006533,TOBRAMYCIN,,BACTERIAL 30S RIBOSOMAL SUBUNIT INHIBITOR,,BRD:BRD-K05619559-001-12-7,,,,uM,
DPC-006534,TOCAINIDE,SCN5A,SODIUM CHANNEL BLOCKER,,BRD:BRD-A92670106-003-05-4,,,,uM,
DPC-006535,TOCERANIB,FLT1;FLT3;KDR;PDGFRA;PDGFRB,PROTEIN TYROSINE KINASE INHIBITOR,,BRD:BRD-K62040061-001-01-0;BRD:BRD-K62040061-011-02-7,,,,uM,
DPC-006536,TODRALAZINE,,ANTIHYPERTENSIVE AGENT,,BRD:BRD-K68553471-003-12-3,,,,uM,
DPC-006537,TOFACITINIB,JAK1;JAK2;JAK3,"inhibitor of JAK1, JAK2, and JAK3",CP-690550;TASOCITINIB,BRD:BRD-K31283835-048-04-4,CHEMBL14253,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N,UJLAWZDWDVHWOW-YPMHNXCESA-N,uM,9926791
DPC-006538,TOFISOPAM,CYP3A4;PDE10A;PDE2A;PDE3A;PDE4A,"PHOSPHODIESTERASE INHIBITOR, CYTOCHROME P450 INHIBITOR",,BRD:BRD-K94830213-001-01-3,,,,uM,
DPC-006539,TOFOGLIFLOZIN,GCK,SODIUM/GLUCOSE COTRANSPORTER INHIBITOR,,BRD:BRD-K96344439-002-02-7,,,,uM,
DPC-006540,TOLAMOLOL,ADRB1;ADRB2;ADRB3,ADRENERGIC RECEPTOR ANTAGONIST,,BRD:BRD-A60498477-001-01-2,,,,uM,
DPC-006541,TOLAZAMIDE,ABCC8;KCNJ1;KCNJ10;KCNJ11,ATP CHANNEL BLOCKER,,BRD:BRD-K32164935-001-30-8,,,,uM,
DPC-006542,TOLAZOLINE,ADRA1A;ADRA2A;ADRA2B;ADRA2C;HRH1;HRH2,ADRENERGIC RECEPTOR ANTAGONIST,,BRD:BRD-K46211610-003-26-7,,,,uM,
DPC-006543,TOLBUTAMIDE,ABCC8;KCNJ1;KCNJ11;KCNJ8,ATP CHANNEL BLOCKER,,BRD:BRD-K85119730-001-28-9,,,,uM,
DPC-006544,TOLCAPONE,COMT,CATECHOL O METHYLTRANSFERASE INHIBITOR,,BRD:BRD-K10852020-001-04-5;BRD:BRD-K10852020-001-05-2,,,,uM,
DPC-006545,TOLFENAMIC-ACID,,"CYCLOOXYGENASE INHIBITOR, PROSTANOID RECEPTOR ANTAGONIST",,BRD:BRD-K50133271-001-18-7,,,,uM,
DPC-006546,TOLIMIDONE,LYN;SRC,SRC ACTIVATOR,,BRD:BRD-K41772907-001-01-2,,,,uM,
DPC-006547,TOLMETIN,PTGS1;PTGS2,CYCLOOXYGENASE INHIBITOR,,BRD:BRD-K82562631-236-04-6,,,,uM,
DPC-006548,TOLNAFTATE,,FUNGAL SQUALENE EPOXIDASE INHIBITOR,,BRD:BRD-K44273375-001-25-0,,,,uM,
DPC-006549,TOLONIDINE,ADRA2A,ADRENERGIC RECEPTOR ANTAGONIST,,BRD:BRD-K82687598-001-01-6,,,,uM,
DPC-006550,TOLONIUM,,,,BRD:BRD-K94882685-003-10-0,,,,uM,
DPC-006551,TOLOXATONE,MAOA;MAOB,MONOAMINE OXIDASE INHIBITOR,,BRD:BRD-A67182178-001-01-7,,,,uM,
DPC-006552,TOLPERISONE,CYP2C19;CYP2D6,VOLTAGE-GATED SODIUM CHANNEL BLOCKER,,BRD:BRD-A27732521-003-08-3,,,,uM,
DPC-006553,TOLRESTAT,AKR1A1;AKR1B1;AKR1B10,ALDOSE REDUCTASE INHIBITOR,,BRD:BRD-K85693895-001-02-9,,,,uM,
DPC-006554,TOLTERODINE,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5,ACETYLCHOLINE RECEPTOR ANTAGONIST,,BRD:BRD-K54316499-046-04-5,,,,uM,
DPC-006555,TOLTRAZURIL,,ANTIPROTOZOAL AGENT,,BRD:BRD-K64514229-001-05-2,,,,uM,
DPC-006556,TOLVAPTAN,AVPR1A;AVPR2,VASOPRESSIN RECEPTOR ANTAGONIST,,BRD:BRD-A82035391-001-02-7,,,,uM,
DPC-006557,TOMEGLOVIR,,ANTIVIRAL,,BRD:BRD-K00003487-001-01-9,,,,uM,
DPC-006558,TOMELUKAST,CYSLTR1,LEUKOTRIENE RECEPTOR ANTAGONIST,,BRD:BRD-K74765201-001-16-7,,,,uM,
DPC-006559,TOMIVOSERTIB,,MAPK-INTERACTING KINASE INHIBITOR,,BRD:BRD-K00003361-001-01-9,,,,uM,
DPC-006560,TONABERSAT,,"GAP JUNCTION MODULATOR, NITRIC OXIDE PRODUCTION INHIBITOR",,BRD:BRD-K36970462-001-01-6,,,,uM,
DPC-006561,TOPILUTAMIDE,,ANDROGEN RECEPTOR ANTAGONIST,,BRD:BRD-K00003325-001-01-9,,,,uM,
DPC-006562,TOPIRAMATE,CA1;CA12;CA2;CA4;CA7;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GABRQ;GRIA1;GRIA2;GRIA3;GRIA4;GRIK1;GRIK2;GRIK3;GRIK4;GRIK5;SCN10A;SCN11A;SCN1A;SCN2A;SCN3A;SCN4A;SCN5A;SCN7A;SCN8A;SCN9A,"CARBONIC ANHYDRASE INHIBITOR, GLUTAMATE RECEPTOR ANTAGONIST, KAINATE RECEPTOR ANTAGONIST",,BRD:BRD-K29653726-001-13-4,,,,uM,
DPC-006563,TOPIROXOSTAT,XDH,XANTHINE OXIDASE INHIBITOR,,BRD:BRD-K77561571-001-01-1,,,,uM,
DPC-006564,TOPOTECAN,TOP1,inhibitor of TOP1,,BRD:BRD-K55696337-003-24-4;CTRP:44580;GDSC2:1808,CHEMBL14253,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O,UCFGDBYHRUNTLO-QHCPKHFHSA-N,uM,60700
DPC-006565,TORASEMIDE,SLC12A1,"ELECTROLYTE REABSORPTION INHIBITOR, THROMBOXANE RECEPTOR ANTAGONIST",,BRD:BRD-K30480208-001-18-5,,,,uM,
DPC-006566,TORCETRAPIB,CETP,CHOLESTERYL ESTER TRANSFER PROTEIN INHIBITOR,,BRD:BRD-K55675242-001-03-0,,,,uM,
DPC-006567,TORCITABINE,DCK;TK2,DNA POLYMERASE INHIBITOR,,BRD:BRD-K91822704-003-07-2,,,,uM,
DPC-006568,TOREMIFENE,ESR1,"ESTROGEN RECEPTOR ANTAGONIST, SELECTIVE ESTROGEN RECEPTOR MODULATOR (SERM)",,BRD:BRD-K51350053-048-16-5,,,,uM,
DPC-006569,TORIN 2,,,,GDSC1:371,,,,uM,
DPC-006570,TORIN-1,MTOR,MTOR INHIBITOR,,BRD:BRD-K40175214-001-11-6,,,,uM,
DPC-006571,TORIN-2,MTOR,MTOR INHIBITOR,,BRD:BRD-K68174511-001-06-6,,,,uM,
DPC-006572,TOSEDOSTAT,ANPEP;LAP3;NPEPPS,PEPTIDASE INHIBITOR,,BRD:BRD-K92241597-001-06-0;CTRP:417987,,,,uM,
DPC-006573,TOSUFLOXACIN,,BACTERIAL DNA GYRASE INHIBITOR,,BRD:BRD-A41450521-075-10-8,,,,uM,
DPC-006574,TOYOCAMYCIN,ERN1,SERINE/THREONINE KINASE INHIBITOR,,BRD:BRD-K26420709-001-01-7,,,,uM,
DPC-006575,TOZADENANT,ADORA2A,ADENOSINE RECEPTOR ANTAGONIST,,BRD:BRD-K93045741-001-01-0,,,,uM,
DPC-006576,TP-003,GABRA1;GABRA2;GABRA3;GABRA5,GABA RECEPTOR INVERSE AGONIST,,BRD:BRD-K87941707-001-02-9,,,,uM,
DPC-006577,TP-0903,AXL,AXL KINASE INHIBITOR,,BRD:BRD-K84034737-001-01-1,,,,uM,
DPC-006578,TP-3654,,"1,4,5-TRISPHOSPHATE INHIBITOR",,BRD:BRD-K00005239-001-01-9,,,,uM,
DPC-006579,TPCA-1,IKBKB,IKK INHIBITOR,,BRD:BRD-K51575138-001-13-2;CTRP:375564;GDSC1:305,,,,uM,
DPC-006580,TPPS4,,,,BRD:BRD-K39805756-001-01-6,,,,uM,
DPC-006581,TRABECTEDIN,,ANTITUMOR AGENT,,BRD:BRD-K00003313-001-01-9,,,,uM,
DPC-006582,TRABODENOSON,,ADENOSINE RECEPTOR AGONIST,,BRD:BRD-K00004698-001-01-9,,,,uM,
DPC-006583,TRACAZOLATE,GABRA1,GABA RECEPTOR MODULATOR,,BRD:BRD-K34154330-003-06-4,,,,uM,
DPC-006584,TRADIPITANT,,NEUROKININ RECEPTOR ANTAGONIST,,BRD:BRD-K00003222-001-01-9,,,,uM,
DPC-006585,TRAM-39,KCNN4,CALCIUM-ACTIVATED POTASSIUM CHANNEL ACTIVATOR,,BRD:BRD-K81341251-001-02-9,,,,uM,
DPC-006586,TRAMADOL,CHRFAM7A;CHRM3;GRIN3A;HTR2C;OPRD1;OPRK1;OPRM1;SLC6A2;SLC6A4,"NOREPINEPHRINE REPUTAKE INHIBITOR, OPIOID RECEPTOR AGONIST, SEROTONIN REUPTAKE INHIBITOR",,BRD:BRD-K51033547-003-02-6,,,,uM,
DPC-006587,TRAMETINIB,MAP2K1;MAP2K2,inhibitor of MEK1 (MAP2K1) and MEK2 (MAP2K2),GSK1120212;MEKINIST,BRD:BRD-K12343256-001-08-9;BRD:BRD-K12343256-001-14-7;CTRP:687418;GDSC1:1372;GDSC2:1372,CHEMBL14253,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,uM,11707110
DPC-006588,TRAMIPROSATE,APP,BETA AMYLOID PROTEIN NEUROTOXICITY INHIBITOR,,BRD:BRD-K82234479-001-09-4,,,,uM,
DPC-006589,TRANDOLAPRIL,ACE,ANGIOTENSIN CONVERTING ENZYME INHIBITOR,,BRD:BRD-A32505112-001-04-4,,,,uM,
DPC-006590,TRANEXAMIC-ACID,PLG,"ANTIFIBRINOLYTIC, PLASMINOGEN ACTIVATOR INHIBITOR",,BRD:BRD-K15014948-001-10-3,,,,uM,
DPC-006591,TRANILAST,HPGDS;HRH1,ANGIOGENESIS INHIBITOR,,BRD:BRD-K17849083-001-31-1;BRD:BRD-K17849083-001-32-9,,,,uM,
DPC-006592,"TRANS-10,CIS-12-CONJUGATED-LINOLEIC-ACID",,,,BRD:BRD-K26222048-001-01-7,,,,uM,
DPC-006593,TRANS-2-UNDECENOIC-ACID,,,,BRD:BRD-K42959922-001-01-5,,,,uM,
DPC-006594,TRANS-4-HYDROXYCROTONIC-ACID,,GAMMA HYDROXYBUTYRIC ACID LIGAND,,BRD:BRD-K91614056-001-02-2,,,,uM,
DPC-006595,TRANS-4-METHOXYCINNAMIC-ACID,,,,BRD:BRD-K26273521-001-07-3,,,,uM,
DPC-006596,"TRANS-4-[8-(3-FLUOROPHENYL)-1,7-NAPHTHYRIDIN-6-YL]CYCLOHEXANECARBOXYLIC-ACID",,,,BRD:BRD-K75080769-001-01-6,,,,uM,
DPC-006597,TRANSCROCETINATE,,GLUTAMATE RECEPTOR ANTAGONIST,,BRD:BRD-K00003217-304-01-9,,,,uM,
DPC-006598,TRANYLCYPROMINE,KDM1A;MAOA;MAOB,MONOAMINE OXIDASE INHIBITOR,,BRD:BRD-K47029922-003-10-9,,,,uM,
DPC-006599,TRAP-101,OPRL1,"NOCICEPTIN/ORPHANIN FQ RECEPTOR ANTAGONIST, OPIOID RECEPTOR ANTAGONIST",,BRD:BRD-K69837166-003-02-0,,,,uM,
DPC-006600,TRAPIDIL,PDGFRA,PDGFR TYROSINE KINASE RECEPTOR INHIBITOR,,BRD:BRD-K95763993-001-19-3,,,,uM,
DPC-006601,TRAVOPROST,PTGFR,PROSTANOID RECEPTOR AGONIST,,BRD:BRD-K23976833-001-01-0,,,,uM,
DPC-006602,TRAXOPRODIL,GRIN2B,GLUTAMATE RECEPTOR ANTAGONIST,,BRD:BRD-K38158531-001-02-1,,,,uM,
DPC-006603,TRAZODONE,ADRA1A;ADRA2A;HRH1;HTR1A;HTR2A;HTR2B;HTR2C;SLC6A4,"ADRENERGIC RECEPTOR ANTAGONIST, SEROTONIN RECEPTOR ANTAGONIST, SEROTONIN REUPTAKE INHIBITOR",,BRD:BRD-K70778732-003-26-7,,,,uM,
DPC-006604,TRELAGLIPTIN,DPP4,DIPEPTIDYL PEPTIDASE INHIBITOR,,BRD:BRD-A88369366-001-01-7,,,,uM,
DPC-006605,TREMORINE,,ACETYLCHOLINE RECEPTOR AGONIST,,BRD:BRD-K08619838-300-05-7,,,,uM,
DPC-006606,TREPIBUTONE,CHRM1;CHRM2;CHRM3;CHRM4,CHOLINERGIC RECEPTOR ANTAGONIST,,BRD:BRD-K37543758-001-01-3,,,,uM,
DPC-006607,TREPROSTINIL,P2RY12;PPARD;PTGIR,PROSTANOID RECEPTOR AGONIST,,BRD:BRD-K19706299-236-02-9,,,,uM,
DPC-006608,TREQUINSIN,PDE5A,PHOSPHODIESTERASE INHIBITOR,,BRD:BRD-K84663978-003-02-9,,,,uM,
DPC-006609,TRETAZICAR,NQO2,DNA REPLICATION INHIBITOR,,BRD:BRD-K08748705-001-08-2,,,,uM,
DPC-006610,TRETINOIN:CARBOPLATIN (2:1 MOL/MOL),,,,CTRP:660181,,,,uM,
DPC-006611,TRETINOIN:NAVITOCLAX (4:1 MOL/MOL),,,,CTRP:660179,,,,uM,
DPC-006612,TRIACETIN,,,,BRD:BRD-K92844263-001-09-8,,,,uM,
DPC-006613,TRIAMCINOLONE,NR3C1;SERPINA6,GLUCOCORTICOID RECEPTOR AGONIST,,BRD:BRD-K77554836-001-11-6;BRD:BRD-K77554836-001-14-0,,,,uM,
DPC-006614,TRIAMCINOLONE-ACETONIDE,NR3C1,"GLUCOCORTICOID RECEPTOR AGONIST, IMMUNOSUPPRESSANT",,BRD:BRD-A92439610-001-05-7,,,,uM,
DPC-006615,TRIAMCINOLONE-HEXACETONIDE,,ANTI-INFLAMMATORY AGENT,,BRD:BRD-K00003338-001-01-9,,,,uM,
DPC-006616,TRIAMTERENE,SCNN1A;SCNN1B;SCNN1D;SCNN1G,SODIUM CHANNEL BLOCKER,,BRD:BRD-K92049597-001-20-8,,,,uM,
DPC-006617,TRIAPINE,RRM1;RRM2,RIBONUCLEOTIDE REDUCTASE INHIBITOR,,BRD:BRD-K01669786-001-02-2,,,,uM,
DPC-006618,TRIAZAVIRIN,,,,BRD:BRD-K00091130-325-01-9,,,,uM,
DPC-006619,TRIAZOLAM,GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GABRQ;GABRR1;GABRR2;GABRR3;TSPO,GABA BENZODIAZEPINE SITE RECEPTOR AGONIST,,BRD:BRD-K76890464-001-02-3,,,,uM,
DPC-006620,TRIAZOLOTHIADIAZINE,,,,CTRP:385240,,,,uM,
DPC-006621,TRIBOMSALAN,,,,BRD:BRD-K09118247-001-03-3,,,,uM,
